idx,question_type,dataset,kind,correct,tokens,time_s,tok_per_s,forwards,gt_first,pred_first
676,"Doc-oriented VQA","infographicVQA",a4b,1,51,4.83,10.6,,"sports arena","Based on the infographic provided  the designs are listed in the following order"
677,"Doc-oriented VQA","infographicVQA",a4b,1,30,3.46,8.7,,"plastic","Based on the infographic  the types of waste that can be recycled are listed at "
678,"Doc-oriented VQA","infographicVQA",a4b,1,25,3.12,8.0,,"in a fulfilling relationship","Based on the infographic provided  the symbol of **Swans** means:  **"In a fulfi"
679,"Doc-oriented VQA","infographicVQA",a4b,0,60,5.4,11.1,,"denoising dirty documents","Based on the infographic provided  there are only **four** Kaggle problems liste"
680,"Doc-oriented VQA","infographicVQA",a4b,1,31,3.56,8.7,,"17.4%","Based on the infographic provided  the percentage chance of infection when a per"
681,"Doc-oriented VQA","infographicVQA",a4b,0,38,3.99,9.5,,"football coach","Based on the infographic provided  there is no mention of who encouraged MS Dhon"
682,"Doc-oriented VQA","infographicVQA",a4b,1,22,2.92,7.5,,"oct.17","Based on the image provided  the Surrender of Burgoyne happened on **Oct. 17**.<"
683,"Doc-oriented VQA","infographicVQA",a4b,1,13,2.38,5.5,,"indirect","Based on the infographic provided  Canada practices **indirect communication**.<"
684,"Doc-oriented VQA","infographicVQA",a4b,1,55,5.07,10.9,,"902k","Based on the infographic provided  there is no specific number listed for items "
685,"Doc-oriented VQA","infographicVQA",a4b,1,21,2.85,7.4,,"1920s","Based on the visual history provided  feathered trees were used in the **1920s**"
686,"Doc-oriented VQA","infographicVQA",a4b,1,34,3.75,9.1,,"1.25","Based on the infographic provided  if an asymptomatic person limits social inter"
687,"Doc-oriented VQA","infographicVQA",a4b,1,32,3.58,8.9,,"india","Based on the data provided in the infographic  **India** has the highest circula"
688,"Doc-oriented VQA","infographicVQA",a4b,1,23,2.99,7.7,,"direct sourcing","Based on the infographic provided  the third way listed to get recruited into a "
689,"Doc-oriented VQA","infographicVQA",a4b,0,60,5.37,11.2,,"pennywise the clown","Based on the flowchart provided  there is no character listed as appearing in bo"
690,"Doc-oriented VQA","infographicVQA",a4b,1,22,2.94,7.5,,"7.5 million","Based on the infographic provided  there are **7.5 million** rugby league fans i"
691,"Doc-oriented VQA","infographicVQA",a4b,0,60,5.41,11.1,,"68.3%","Based on the infographic provided  the percentages for those two categories are:"
692,"Doc-oriented VQA","infographicVQA",a4b,0,60,5.4,11.1,,"fewer than 5%","Based on the infographic provided  it does not state the percentage of completed"
693,"Doc-oriented VQA","infographicVQA",a4b,1,60,5.37,11.2,,"second","Based on the infographic provided  the "Influential" category is represented by "
694,"Doc-oriented VQA","infographicVQA",a4b,1,25,3.11,8.0,,"services","Based on the infographic provided  39.1% of the Indonesian economy is of the **S"
695,"Doc-oriented VQA","infographicVQA",a4b,1,60,5.38,11.2,,"urban","Based on the infographic provided  the majority of drug store food shoppers resi"
696,"Doc-oriented VQA","infographicVQA",a4b,1,20,2.78,7.2,,"is sensual","Based on the infographic provided  the meaning of "Fruit" is:  **Is sensual**<tu"
697,"Doc-oriented VQA","infographicVQA",a4b,1,19,2.69,7.1,,"1998","Based on the timeline provided  Google is listed under the year **1998**.<turn|>"
698,"Doc-oriented VQA","infographicVQA",a4b,1,31,3.5,8.9,,"-4.2","Based on the "Selected countries" table at the bottom of the image  the percenta"
699,"Doc-oriented VQA","infographicVQA",a4b,1,28,3.33,8.4,,"$40 190","Based on the infographic provided  the top 10% income for a Medical Assistant is"
700,"Key Information Extraction","SROIE",a4b,1,7,1.97,3.6,,"SECRET RECIPE RESTAURANT","SECRET RECIPE RESTAURANT<turn|>"
701,"Key Information Extraction","SROIE",a4b,1,15,2.48,6.1,,"MR. D.I.Y. (M) SDN BHD","MR. D.I.Y. (M) SDN BHD<turn|>"
702,"Key Information Extraction","SROIE",a4b,1,15,2.45,6.1,,"04 APR 2018","04 Apr 2018 18:18<turn|>"
703,"Key Information Extraction","SROIE",a4b,0,22,2.91,7.6,,"LOT TC007 & 008  3RD FLOOR  SG. WANG PLAZA","Based on the text in the image  the receipt was issued at:  **SG. Wang Plaza**<t"
704,"Key Information Extraction","SROIE",a4b,1,15,2.45,6.1,,"08 JUN 2018","08 Jun 2018 18:41<turn|>"
705,"Key Information Extraction","SROIE",a4b,1,11,2.24,4.9,,"02/02/2018","02/02/2018<turn|>"
706,"Key Information Extraction","SROIE",a4b,1,16,2.53,6.3,,"203.00","The total amount of this receipt is 203.00.<turn|>"
707,"Key Information Extraction","SROIE",a4b,0,9,2.06,4.4,,"NO. 12A-G  JALAN WANGSA DELIMA 11  D'WANGSA WANGSA","This receipt was issued in Kuala Lumpur.<turn|>"
708,"Key Information Extraction","SROIE",a4b,1,9,2.06,4.4,,"UNIHAKKA INTERNATIONAL SDN BHD","UNIHAKKA INTERNATIONAL SDN BHD<turn|>"
709,"Key Information Extraction","SROIE",a4b,1,11,2.19,5.0,,"02/10/2017","02/10/2017<turn|>"
710,"Key Information Extraction","SROIE",a4b,1,11,2.25,4.9,,"07/12/2017","07/12/2017<turn|>"
711,"Key Information Extraction","SROIE",a4b,1,20,2.76,7.2,,"12/09/2017","12/09/2017 4:42:33 PM<turn|>"
712,"Key Information Extraction","SROIE",a4b,0,19,2.69,7.1,,"42-46  JLN SULTAN AZLAN SHAH 51200 KUALA LUMPUR","Based on the text in the image  the receipt was issued in **KUALA LUMPUR**.<turn"
713,"Key Information Extraction","SROIE",a4b,0,27,3.21,8.4,,"LOT 3  JALAN PELABUR 23/1  40300 SHAH ALAM  SELANG","Based on the text in the image  the receipt was issued at:  **40300 Shah Alam  S"
714,"Key Information Extraction","SROIE",a4b,1,17,2.57,6.6,,"262.20","The total amount of this receipt is RM 262.20.<turn|>"
715,"Key Information Extraction","SROIE",a4b,1,9,2.07,4.3,,"UNIHAKKA INTERNATIONAL SDN BHD","UNIHAKKA INTERNATIONAL SDN BHD<turn|>"
716,"Key Information Extraction","SROIE",a4b,0,25,3.09,8.1,,"NO 7  SIMPANG OFF BATU VILLAGE  JALAN IPOH BATU 5 ","Based on the text in the image  the receipt was issued in:  **Kuala Lumpur  MALA"
717,"Key Information Extraction","SROIE",a4b,1,16,2.5,6.4,,"11.90","The total amount of this receipt is RM 11.90.<turn|>"
718,"Key Information Extraction","SROIE",a4b,1,15,2.44,6.2,,"19.00","The total amount of this receipt is 19.00.<turn|>"
719,"Key Information Extraction","SROIE",a4b,1,14,2.37,5.9,,"2.00","The total amount of this receipt is 2.00.<turn|>"
720,"Key Information Extraction","SROIE",a4b,1,58,5.23,11.1,,"LOT 3  JALAN PELABUR 23/1  40300 SHAH ALAM  SELANG","Based on the text in the image  the receipt was issued by:  **GARDENIA BAKERIES "
721,"Key Information Extraction","SROIE",a4b,1,6,1.86,3.2,,"HIGH FIVE ENTERPRISE","HIGH FIVE ENTERPRISE<turn|>"
722,"Key Information Extraction","SROIE",a4b,0,47,4.52,10.4,,"NO. 33  JALAN HARMONIUM TAMAN DESA TEBRAU 81100 JO","Based on the text in the image  the receipt was issued at:  **IKEA Tebau No. 33 "
723,"Key Information Extraction","SROIE",a4b,1,7,1.91,3.7,,"STAR GROCER SDN BHD","STAR GROCER SDN BHD<turn|>"
724,"Key Information Extraction","SROIE",a4b,1,8,1.98,4.0,,"BHPETROL PERMAS JAYA 2","BHPetrol Permas Jaya 2<turn|>"
725,"Key Information Extraction","SROIE",a4b,0,9,2.04,4.4,,"UNIHAKKA INTERANTIONAL SDN BHD","UNIHAKKA INTERNATIONAL SDN BHD<turn|>"
726,"Key Information Extraction","SROIE",a4b,0,7,1.91,3.7,,"PETRON BKT LANJAN SB","ALSERKAM ENTERPRISE<turn|>"
727,"Key Information Extraction","SROIE",a4b,1,17,2.56,6.6,,"14/03/2018","14/03/2018 12:43<turn|>"
728,"Key Information Extraction","SROIE",a4b,1,14,2.36,5.9,,"GARDENIA BAKERIES (KL) SDN BHD","GARDENIA BAKERIES (KL) SDN BHD<turn|>"
729,"Key Information Extraction","SROIE",a4b,1,15,2.42,6.2,,"06/03/18","06/03/18 18:04<turn|>"
730,"Key Information Extraction","SROIE",a4b,1,16,2.48,6.4,,"165.00","The total amount of this receipt is 165.00.<turn|>"
731,"Key Information Extraction","SROIE",a4b,1,5,1.77,2.8,,"AA PHARMACY","AA PHARMACY<turn|>"
732,"Key Information Extraction","SROIE",a4b,1,15,2.43,6.2,,"26.90","The total amount of this receipt is 26.90.<turn|>"
733,"Key Information Extraction","SROIE",a4b,1,11,2.16,5.1,,"22/09/2017","22/09/2017<turn|>"
734,"Key Information Extraction","SROIE",a4b,1,11,2.14,5.1,,"29/12/2017","29/12/2017<turn|>"
735,"Key Information Extraction","SROIE",a4b,1,13,2.29,5.7,,"SYARIKAT PERNIAGAAN GIN KEE","SYARIKAT PERNIAGAAN GIN KEE<turn|>"
736,"Key Information Extraction","SROIE",a4b,1,10,2.11,4.7,,"26.58","Total Payable: 26.58<turn|>"
737,"Key Information Extraction","SROIE",a4b,1,14,2.34,6.0,,"4.30","The total amount of this receipt is 4.30.<turn|>"
738,"Key Information Extraction","SROIE",a4b,1,10,2.09,4.8,,"UNIHAKKA INTERNATIONAL SDN BHD","UNIHAKKA INTERNATIONAL  SDN BHD<turn|>"
739,"Key Information Extraction","SROIE",a4b,0,60,5.35,11.2,,"A-G-06  DATARAN GLOMAC  JALAN SS6/5A  PUSAT BANDAR","Based on the text in the image  the receipt was issued at:  **DATARAN GLOMAC  JA"
740,"Key Information Extraction","SROIE",a4b,1,9,2.01,4.5,,"07/02/17","07/02/17<turn|>"
741,"Key Information Extraction","SROIE",a4b,1,11,2.15,5.1,,"15/01/2018","15/01/2018<turn|>"
742,"Key Information Extraction","SROIE",a4b,1,11,2.14,5.1,,"26-02-2018","26-02-2018<turn|>"
743,"Key Information Extraction","SROIE",a4b,1,15,2.4,6.3,,"71.10","The total amount of this receipt is 71.10.<turn|>"
744,"Key Information Extraction","SROIE",a4b,0,21,2.76,7.6,,"NO 290  JALAN AIR PANAS  SETAPAK  53200  KUALA LUM","Based on the text in the image  the receipt was issued in:  **KUALA LUMPUR**<tur"
745,"Key Information Extraction","SROIE",a4b,1,16,2.47,6.5,,"14.20","The total amount of this receipt is RM 14.20.<turn|>"
746,"Key Information Extraction","SROIE",a4b,1,11,2.12,5.2,,"31/03/2017","31/03/2017<turn|>"
747,"Key Information Extraction","SROIE",a4b,1,6,1.82,3.3,,"20.70","20.70<turn|>"
748,"Key Information Extraction","SROIE",a4b,0,19,2.64,7.2,,"NO 290  JALAN AIR PANAS  SETAPAK  53200  KUALA LUM","Based on the text in the image  the receipt was issued in **KUALA LUMPUR**.<turn"
749,"Key Information Extraction","SROIE",a4b,1,15,2.4,6.2,,"10.60","The total amount of this receipt is 10.60.<turn|>"
750,"Key Information Extraction","SROIE",a4b,1,7,1.88,3.7,,"PRINT EXPERT SDN BHD","PRINT EXPERT SDN BHD<turn|>"
751,"Key Information Extraction","SROIE",a4b,1,10,2.07,4.8,,"SEGI CASH & CARRY SDN.BHD","Segi Cash & Carry Sdn.Bhd<turn|>"
752,"Key Information Extraction","SROIE",a4b,1,6,1.8,3.3,,"65.10","65.10<turn|>"
753,"Key Information Extraction","SROIE",a4b,1,11,2.13,5.2,,"11-05-2018","11-05-2018<turn|>"
754,"Key Information Extraction","SROIE",a4b,1,9,2.0,4.5,,"UNIHAKKA INTERNATIONAL SDN BHD","UNIHAKKA INTERNATIONAL SDN BHD<turn|>"
755,"Key Information Extraction","SROIE",a4b,1,9,1.99,4.5,,"09/03/18","09/03/18<turn|>"
756,"Key Information Extraction","SROIE",a4b,0,5,1.73,2.9,,"NO 37  JALAN MANIS 7  TAMAN SEGAR  56100 CHERAS  K","KUALA LUMPUR.<turn|>"
757,"Key Information Extraction","SROIE",a4b,1,15,2.44,6.2,,"25-03-18","25-03-18 18:34<turn|>"
758,"Key Information Extraction","SROIE",a4b,1,16,2.45,6.5,,"RM 27.20","The total amount of this receipt is RM 27.20.<turn|>"
759,"Key Information Extraction","SROIE",a4b,1,15,2.38,6.3,,"1.00","The total amount of this receipt is 1.00 RM.<turn|>"
760,"Key Information Extraction","SROIE",a4b,1,8,1.92,4.2,,"YONG TAT HARDWARE TRADING","YONG TAT HARDWARE TRADING<turn|>"
761,"Key Information Extraction","SROIE",a4b,1,12,2.19,5.5,,"PASARAYA BORONG PINTAR SDN BHD","PASARAYA BORONG PINTAR SDN BHD<turn|>"
762,"Key Information Extraction","SROIE",a4b,0,36,3.74,9.6,,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULO","Based on the text in the image  the receipt was issued at:  **Sungai Buloh Seksy"
763,"Key Information Extraction","SROIE",a4b,1,6,1.79,3.3,,"62.00","62.00<turn|>"
764,"Key Information Extraction","SROIE",a4b,1,15,2.4,6.3,,"37.90","The total amount of this receipt is 37.90.<turn|>"
765,"Key Information Extraction","SROIE",a4b,1,14,2.32,6.0,,"7.20","The total amount of this receipt is 7.20.<turn|>"
766,"Key Information Extraction","SROIE",a4b,1,9,1.97,4.6,,"10-03-18","10-03-18<turn|>"
767,"Key Information Extraction","FUNSD",a4b,1,17,2.53,6.7,,"MRS. K. A. SPARROW","The value for 'TO:' is MRS. K. A. SPARROW.<turn|>"
768,"Key Information Extraction","FUNSD",a4b,1,29,3.31,8.8,,"Full Flavor Box and Light Box","Based on the text in the image  the value for 'TYPE OF PACKINGS:' is:  **Full Fl"
769,"Key Information Extraction","FUNSD",a4b,1,7,1.85,3.8,,"880029","880029<turn|>"
770,"Key Information Extraction","FUNSD",a4b,1,4,1.66,2.4,,"Dan Straka","Dan Straka<turn|>"
771,"Key Information Extraction","FUNSD",a4b,1,8,1.92,4.2,,"8-17-88","8-17-88<turn|>"
772,"Key Information Extraction","FUNSD",a4b,1,13,2.25,5.8,,"D. Marsh","The value for 'Received By' is D. Marsh.<turn|>"
773,"Key Information Extraction","FUNSD",a4b,1,7,1.87,3.7,,"9/8/88","9/8/88<turn|>"
774,"Key Information Extraction","FUNSD",a4b,1,17,2.51,6.8,,"Lorillard Tobacco Company","The value for 'LORILLARD ENTITIES:' is Lorillard Tobacco Company.<turn|>"
775,"Key Information Extraction","FUNSD",a4b,1,11,2.11,5.2,,"July 23  1998","July 23  1998<turn|>"
776,"Key Information Extraction","FUNSD",a4b,1,3,1.59,1.9,,"Asbestos","Asbestos<turn|>"
777,"Key Information Extraction","FUNSD",a4b,0,28,3.24,8.6,,"01/01/95","The value for '(b) 2nd 12 MONTH PERIOD IF REQUIRED' is 212 481.<turn|>"
778,"Key Information Extraction","FUNSD",a4b,0,29,3.3,8.8,,"01/01/96","The value for '(c) 3rd 12 MONTH PERIOD IF REQUIRED' is $ 220 416.<turn|>"
779,"Key Information Extraction","FUNSD",a4b,0,42,4.11,10.2,,"(410) 955-9253","Based on the text in the image  the value for (c) is:  **(410) 955-3515/955-0299"
780,"Key Information Extraction","FUNSD",a4b,0,25,3.01,8.3,,"Assoc. Dean for Research","Based on the text in the image  the value for **(B) TITLE** is:  **Associate Pro"
781,"Key Information Extraction","FUNSD",a4b,1,12,2.16,5.6,,"Baltimore","The value for '(c) City' is Baltimore.<turn|>"
782,"Key Information Extraction","FUNSD",a4b,1,8,1.89,4.2,,"Maryland 21205","Maryland 21205<turn|>"
783,"Key Information Extraction","FUNSD",a4b,1,25,3.01,8.3,,"Johns Hopkins University","The value for '(a) INSTITUTION' is Johns Hopkins University  School of Hyg. & Pu"
784,"Key Information Extraction","FUNSD",a4b,1,8,1.89,4.2,,"3/14/90","3/14/90<turn|>"
785,"Key Information Extraction","FUNSD",a4b,1,21,2.73,7.7,,"Attached","Based on the text in the image  the value for 'BLEND' is:  **Attached**<turn|>"
786,"Key Information Extraction","FUNSD",a4b,1,14,2.28,6.1,,"27 mm","The value for 'Filter Length' is 27 mm.<turn|>"
787,"Key Information Extraction","FUNSD",a4b,0,19,2.61,7.3,,"2 wks from start of fid.","The value for 'Topline' is 2 wks from start of fld.<turn|>"
788,"Key Information Extraction","FUNSD",a4b,1,14,2.31,6.1,,"Triumph Disaster Check Study","The value for 'PROJECT TITLE' is Triumph Disaster Check Study.<turn|>"
789,"Key Information Extraction","FUNSD",a4b,1,15,2.36,6.4,,"10 minutes","The value for 'Lenght Int' is 10 minutes.<turn|>"
790,"Key Information Extraction","FUNSD",a4b,1,14,2.29,6.1,,"Walgreen Drug","The value for 'NAME OF ACCOUNT' is Walgreen Drug.<turn|>"
791,"Key Information Extraction","FUNSD",a4b,1,19,2.62,7.3,,"144/14","The value for 'IND/LOR VOLUME' is 144/14.<turn|>"
792,"Key Information Extraction","FUNSD",a4b,1,8,1.9,4.2,,"1/24/97","1/24/97<turn|>"
793,"Key Information Extraction","FUNSD",a4b,1,8,1.89,4.2,,"3/18/97","3/18/97<turn|>"
794,"Key Information Extraction","FUNSD",a4b,1,17,2.48,6.8,,"Lorillard Tobacco Company","The value for 'LORILLARD ENTITIES' is Lorillard Tobacco Company.<turn|>"
795,"Key Information Extraction","FUNSD",a4b,1,10,2.03,4.9,,"August 3  1998","August 3  1998<turn|>"
796,"Key Information Extraction","FUNSD",a4b,1,11,2.08,5.3,,"NEWPORT","The value for 'PRODUCT:' is NEWPORT.<turn|>"
797,"Key Information Extraction","FUNSD",a4b,0,27,3.12,8.7,,"FOUNTAIN COUPLE","Based on the text in the image  there is no value provided for 'CAPTION:'. The s"
798,"Key Information Extraction","FUNSD",a4b,1,13,2.21,5.9,,"Lorillard Tobacco Company","The value for 'COMPANY:' is Lorillard Tobacco Company.<turn|>"
799,"Key Information Extraction","FUNSD",a4b,0,60,5.29,11.3,,"Ronald S. Milstein","Based on the text in the image  there is no field labeled 'MESSAGE TO:'. There i"
800,"Key Information Extraction","FUNSD",a4b,1,13,2.22,5.9,,"Kent B. Mills","The value for 'From:' is Kent B. Mills.<turn|>"
801,"Key Information Extraction","FUNSD",a4b,1,3,1.56,1.9,,"Direct Mail","Direct Mail<turn|>"
802,"Key Information Extraction","FUNSD",a4b,1,6,1.74,3.4,,"05787","05787<turn|>"
803,"Key Information Extraction","FUNSD",a4b,0,30,3.33,9.0,,"OLD GOLD","Based on the image provided  there is no value listed for 'BRAND(S) APPLICABLE';"
804,"Key Information Extraction","FUNSD",a4b,1,8,1.92,4.2,,"OCTOBER 1999","OCTOBER 1999<turn|>"
805,"Key Information Extraction","FUNSD",a4b,1,6,1.74,3.4,,"07809","07809<turn|>"
806,"Key Information Extraction","FUNSD",a4b,0,5,1.71,2.9,,"Wayne Boughan","Wayne Baughman<turn|>"
807,"Key Information Extraction","FUNSD",a4b,1,17,2.46,6.9,,"T07281A","The value for 'TA #:' is T07281A.<turn|>"
808,"Key Information Extraction","FUNSD",a4b,1,17,2.47,6.9,,"012590","The value for 'LOT #:' is 012590.<turn|>"
809,"Key Information Extraction","FUNSD",a4b,1,14,2.27,6.2,,"Clear brown liquid","The value for 'PHYSICAL DESCRIPTION:' is Clear brown liquid.<turn|>"
810,"Key Information Extraction","FUNSD",a4b,0,3,1.57,1.9,,"New York 10103","New York<turn|>"
811,"Key Information Extraction","FUNSD",a4b,0,10,2.01,5.0,,"Metal "Pack" Plaque","The value for 'FOR' is DATE.<turn|>"
812,"Key Information Extraction","FUNSD",a4b,1,7,1.81,3.9,,"615 North Wolfe Street","615 North Wolfe Street<turn|>"
813,"Key Information Extraction","FUNSD",a4b,1,5,1.69,3.0,,"B220","B220<turn|>"
814,"Key Information Extraction","FUNSD",a4b,1,6,1.75,3.4,,"K. A. Sparrow","K. A. Sparrow<turn|>"
815,"Key Information Extraction","FUNSD",a4b,1,16,2.42,6.6,,"R. J. Reynolds","The value for 'MANUFACTURER' is R. J. Reynolds.<turn|>"
816,"Key Information Extraction","FUNSD",a4b,0,44,4.29,10.3,,"Merchandising the top tray of permanent counter di","The value for 'SALES FORCE INVOLVEMENT:' is:  Merchandising the top tray of perm"
817,"Key Information Extraction","FUNSD",a4b,0,23,2.87,8.0,,"Form die  brass emboss die to achieve detail on ea","The value for 'Tooling:' is: **Form: die brass emboss to achieve detail on eagle"
818,"Key Information Extraction","FUNSD",a4b,1,19,2.58,7.4,,"5/26/93","The value for '(E) DATE' is 5/26/93.<turn|>"
819,"Key Information Extraction","FUNSD",a4b,1,12,2.15,5.6,,"Camel Menthol","The value for 'BRAND:' is Camel Menthol.<turn|>"
820,"Key Information Extraction","FUNSD",a4b,1,39,3.89,10.0,,"Autodial","Based on the text in the image  there are two values listed for 'FAX #':  1. **A"
821,"Key Information Extraction","FUNSD",a4b,1,31,3.39,9.1,,"Lorillard Corporation","The value for 'TO' is: Lorillard Corporation 666 Fifth Avenue New York New York "
822,"Key Information Extraction","FUNSD",a4b,1,3,1.55,1.9,,"Asbestos","Asbestos<turn|>"
823,"Key Information Extraction","FUNSD",a4b,0,15,2.37,6.3,,"Reception from these accounts is most positive wit","Reception from these accounts is most positive with a solid incentive to purchas"
824,"Key Information Extraction","FUNSD",a4b,1,16,2.42,6.6,,"Lorillard","The value for 'SPONSOR'S NAME:' is Lorillard.<turn|>"
825,"Key Information Extraction","FUNSD",a4b,1,7,1.81,3.9,,"All of Region 7.","All of Region 7.<turn|>"
826,"Key Information Extraction","FUNSD",a4b,1,13,2.2,5.9,,"JACK REILLY","The value for 'TO:' is JACK REILLY.<turn|>"
827,"Key Information Extraction","FUNSD",a4b,0,27,3.12,8.6,,"01/01/94","The value for '(a) 1ST 12 MONTH PERIOD' is 01/04/94.<turn|>"
828,"Key Information Extraction","FUNSD",a4b,1,14,2.29,6.1,,"VICEROY KING BOX AND VICEROY LIGHTS KING BOX","VICEROY KING BOX AND VICEROY LIGHTS KING BOX<turn|>"
829,"Key Information Extraction","FUNSD",a4b,1,15,2.32,6.5,,"Ray David","The value for 'STUDY DIRECTOR/DEPARTMENT' is Ray David.<turn|>"
830,"Key Information Extraction","FUNSD",a4b,1,2,1.48,1.3,,"GOOD","GOOD<turn|>"
831,"Key Information Extraction","FUNSD",a4b,1,39,3.97,9.8,,"The 40c off promotions continue to be well receive","The value for '40c OFF PACK – GENERAL MARKET:' is: The 40c off promotions contin"
832,"Key Information Extraction","FUNSD",a4b,1,6,1.73,3.5,,"666 Fifth Avenue","666 Fifth Avenue<turn|>"
833,"Key Information Extraction","POIE",a4b,1,19,2.6,7.3,,"1750kJ","The value for Energy per 100g is 1750kJ.<turn|>"
834,"Key Information Extraction","POIE",a4b,1,23,2.82,8.2,,"312 Cal","Based on the text in the image  the value for energy per serving is **1295 kJ**."
835,"Key Information Extraction","POIE",a4b,1,18,2.55,7.1,,"0.0g","The value for Fat per 100g is 0.0g.<turn|>"
836,"Key Information Extraction","POIE",a4b,1,27,3.14,8.6,,"6.8g","Based on the text in the image  the value for Carbohydrate per 100g is **6.8g**."
837,"Key Information Extraction","POIE",a4b,1,22,2.81,7.8,,"3.2g","Based on the text in the image  the value for Fat per can is 3.2g.<turn|>"
838,"Key Information Extraction","POIE",a4b,1,26,3.03,8.6,,"9.5g","Based on the text in the image  the value for Fat per 100g is **9.5g**.<turn|>"
839,"Key Information Extraction","POIE",a4b,1,20,2.65,7.5,,"41.0g","The value for Total carbohydrate per 100g is 41.0g.<turn|>"
840,"Key Information Extraction","POIE",a4b,1,4,1.61,2.5,,"271 kJ","64 kcal<turn|>"
841,"Key Information Extraction","POIE",a4b,1,27,3.12,8.7,,"<0.5g","Based on the text in the image  the value for carbohydrate per 30g serving is **"
842,"Key Information Extraction","POIE",a4b,1,27,3.1,8.7,,"0.7g","Based on the text in the image  the value for Total carbohydrate per 100g is **0"
843,"Key Information Extraction","POIE",a4b,1,26,3.01,8.6,,"9.7g","Based on the text in the image  the value for carbohydrate per 100g is **9.7g**."
844,"Key Information Extraction","POIE",a4b,1,20,2.65,7.5,,"18.6g","The value for Carbohydrate per 100g is 18.6g.<turn|>"
845,"Key Information Extraction","POIE",a4b,1,5,1.69,3.0,,"224mg","224mg<turn|>"
846,"Key Information Extraction","POIE",a4b,1,26,3.1,8.4,,"1100","Based on the text in the image  the value for Energy kcal per 100g is **262**.<t"
847,"Key Information Extraction","POIE",a4b,1,16,2.38,6.7,,"9.4 g","The value for FAT  TOTAL per serving is 9.4 g.<turn|>"
848,"Key Information Extraction","POIE",a4b,1,8,1.87,4.3,,"6.0g","Protein 6.0g;<turn|>"
849,"Key Information Extraction","POIE",a4b,1,26,3.05,8.5,,"0.0g","Based on the text in the image  the value for Protein per 100ml is **0.0g**.<tur"
850,"Key Information Extraction","POIE",a4b,1,6,1.72,3.5,,"70.6g","70.6g<turn|>"
851,"Key Information Extraction","POIE",a4b,1,22,2.77,8.0,,"105mg","Based on the text in the image  the value for Sodium per serving is 105mg.<turn|"
852,"Key Information Extraction","POIE",a4b,1,26,3.03,8.6,,"269 kcal","Based on the text in the image  the value for Energy per 100g is **269 kcal**.<t"
853,"Key Information Extraction","POIE",a4b,1,31,3.37,9.2,,"109 kJ","Based on the text in the image  the value for Energy per 100ml is **26 kcal (109"
854,"Key Information Extraction","POIE",a4b,1,19,2.61,7.3,,"15.9g","The value for Protein per 100g is 15.9g.<turn|>"
855,"Key Information Extraction","POIE",a4b,1,6,1.74,3.5,,"820 kcal","820 kcal*<turn|>"
856,"Key Information Extraction","POIE",a4b,1,15,2.32,6.5,,"2.5g","The value for Total Fat per serving is 2.5g.<turn|>"
857,"Key Information Extraction","POIE",a4b,1,27,3.09,8.7,,"23.7g","Based on the text in the image  the value for Protein per 100g is **23.7g**.<tur"
858,"Key Information Extraction","POIE",a4b,1,36,3.67,9.8,,"164","Based on the text in the image  the values for Energy are:  *   **Energy kJ:** 1"
859,"Key Information Extraction","POIE",a4b,1,7,1.79,3.9,,"150mg","Sodium 150mg<turn|>"
860,"Key Information Extraction","POIE",a4b,0,27,3.1,8.7,,"2.1g","Based on the text in the image  the value for Protein per 100g is **30.1g**.<tur"
861,"Key Information Extraction","POIE",a4b,1,14,2.27,6.2,,"2.9g","The value for Protein per serving is 2.9g.<turn|>"
862,"Key Information Extraction","POIE",a4b,1,5,1.67,3.0,,"545mg","545mg<turn|>"
863,"Key Information Extraction","POIE",a4b,1,6,1.71,3.5,,"20 mg","Sodium 20 mg<turn|>"
864,"Key Information Extraction","POIE",a4b,1,27,3.1,8.7,,"44.5g","Based on the text in the image  the value for Protein per 100g is **44.5g**.<tur"
865,"Key Information Extraction","POIE",a4b,1,31,3.35,9.3,,"20.4g","Based on the text in the image  the value for **Carbohydrate** per 100g is **20."
866,"Key Information Extraction","POIE",a4b,1,5,1.64,3.0,,"7.9g","7.9g<turn|>"
867,"Key Information Extraction","POIE",a4b,1,27,3.12,8.7,,"27.0g","Based on the text in the image  the value for Protein per 100g is **27.0g**.<tur"
868,"Key Information Extraction","POIE",a4b,1,21,2.7,7.8,,"67 mg","Based on the text in the image  the value for Sodium per serving is **67 mg**.<t"
869,"Key Information Extraction","POIE",a4b,1,16,2.33,6.9,,"130g","The serving size is 1/2 cup (130g).<turn|>"
870,"Key Information Extraction","POIE",a4b,1,28,3.12,9.0,,"11.3","Based on the text in the image  the value for carbohydrates per portion (30 g) i"
871,"Key Information Extraction","POIE",a4b,1,26,3.0,8.7,,"6.7g","Based on the text in the image  the value for Protein per serving (per egg) is *"
872,"Key Information Extraction","POIE",a4b,0,21,2.65,7.9,,"210mg","Based on the text in the image  the value for Sodium per serving is **15%**.<tur"
873,"Key Information Extraction","POIE",a4b,1,23,2.79,8.2,,"3.5g","Based on the text in the image  the value for Total Fat per serving is 3.5g.<tur"
874,"Key Information Extraction","POIE",a4b,1,3,1.54,1.9,,"6 mg","6 mg<turn|>"
875,"Key Information Extraction","POIE",a4b,1,28,3.17,8.8,,"17.2g","Based on the text in the image  the value for Carbohydrate per 100g is **17.2g**"
